NEWCODE,HTS_MASTER_CODE,COUNTRY,NEWRATE,NEWRATE_CLEAN,RATE_MODIFIER,ADDITIONAL_DUTY_PCT,ADDITIONAL_VALUE,ADDITIONAL_UNIT,TRADEPROGRAM,MATCH_PRIORITY
9903.02.63,ALL,Tunisia,Base Rate,,,0.25,,,Section 122,30
9903.02.64,ALL,Turkey,Base Rate,,,0.15,,,Section 122,30
9903.02.65,ALL,Uganda,Base Rate,,,0.15,,,Section 122,30
9903.02.66,ALL,United Kingdom,Base Rate,,,0.1,,,Section 122,30
9903.02.67,ALL,Vanuatu,Base Rate,,,0.15,,,Section 122,30
9903.02.68,ALL,Venezuela,Base Rate,,,0.15,,,Section 122,30
9903.02.69,ALL,Vietnam,Base Rate,,,0.2,,,Section 122,30
9903.02.70,ALL,Zambia,Base Rate,,,0.15,,,Section 122,30
9903.02.71,ALL,Zimbabwe,Base Rate,,,0.15,,,Section 122,30
9903.02.72,ALL,Japan,Base Rate,,,,,,Section 122,30
9903.02.73,ALL,Japan,15 (Floor),15.0,Floor,,,,Section 122,30
9903.02.78,SEE NOTE 2,Global,Base Rate,,,,,,Exclusion,40
9903.02.79,SEE NOTE 2,South Korea,Base Rate,,,,,,Exclusion,30
9903.02.80,SEE NOTE 2,South Korea,15 (Floor),15.0,Floor,,,,Section 122,30
9903.02.81,SEE NOTE 2,South Korea,Base Rate,,,,,,Exclusion,30
9903.02.82,SEE NOTE 2,Switzerland,Base Rate,,,,,,Exclusion,30
9903.02.83,SEE NOTE 2,Switzerland,15 (Floor),15.0,Floor,,,,Section 122,30
9903.02.84,SEE NOTE 2,Switzerland,Base Rate,,,,,,Exclusion,30
9903.02.85,SEE NOTE 2,Switzerland,Base Rate,,,,,,Exclusion,30
9903.02.86,SEE NOTE 2,Switzerland,Base Rate,,,,,,Exclusion,30
9903.02.87,SEE NOTE 2,Liechtenstein,Base Rate,,,,,,Exclusion,30
9903.02.88,SEE NOTE 2,Liechtenstein,15 (Floor),15.0,Floor,,,,Section 122,30
9903.02.89,SEE NOTE 2,Liechtenstein,Base Rate,,,,,,Exclusion,30
9903.02.90,SEE NOTE 2,Liechtenstein,Base Rate,,,,,,Exclusion,30
9903.02.91,SEE NOTE 2,Liechtenstein,Base Rate,,,,,,Exclusion,30
9903.03.01,ALL,Global,0.1,0.1,,,,,Section 122,40
9903.03.02,ALL,Global,Base Rate,,,,,,Section 122,40
9903.03.03,SEE NOTE 2,Global,Base Rate,,,,,,Section 122,40
9903.03.04,SEE NOTE 2,Global,Base Rate,,,,,,Section 122,40
9903.03.05,SEE NOTE 2,Global,Base Rate,,,,,,Section 122,40
9903.03.06,SEE NOTE 2,Global,Base Rate,,,,,,Section 122,40
9903.03.07,ALL,Canada,Base Rate,,,,,,Section 122,30
9903.03.08,ALL,Mexico,Base Rate,,,,,,Section 122,30
9903.03.09,ALL,Costa Rica,Base Rate,,,,,,Section 122,30
9903.03.09,ALL,Dominican Republic,Base Rate,,,,,,Section 122,30
9903.03.09,ALL,El Salvador,Base Rate,,,,,,Section 122,30
9903.03.09,ALL,Guatemala,Base Rate,,,,,,Section 122,30
9903.03.09,ALL,Honduras,Base Rate,,,,,,Section 122,30
9903.03.09,ALL,Nicaragua,Base Rate,,,,,,Section 122,30
9903.04.05,0406.40.44,Austria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Belgium,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Bulgaria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Croatia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Cyprus,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Czech Republic,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Denmark,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Estonia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Finland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,France,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Germany,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Greece,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Hungary,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Ireland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Italy,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Latvia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Lithuania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Luxembourg,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Malta,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Netherlands,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Poland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Portugal,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Romania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Slovakia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Slovenia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Spain,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.44,Sweden,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Austria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Belgium,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Bulgaria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Croatia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Cyprus,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Czech Republic,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Denmark,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Estonia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Finland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,France,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Germany,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Greece,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Hungary,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Ireland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Italy,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Latvia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Lithuania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Luxembourg,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Malta,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Netherlands,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Poland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Portugal,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Romania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Slovakia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Slovenia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Spain,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.54,Sweden,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Austria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Belgium,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Bulgaria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Croatia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Cyprus,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Czech Republic,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Denmark,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Estonia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Finland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,France,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Germany,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Greece,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Hungary,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Ireland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Italy,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Latvia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Lithuania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Luxembourg,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Malta,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Netherlands,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Poland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Portugal,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Romania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Slovakia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Slovenia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Spain,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.05,0406.40.70,Sweden,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Austria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Belgium,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Bulgaria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Croatia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Cyprus,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Czech Republic,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Denmark,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Estonia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Finland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,France,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Germany,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Greece,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Hungary,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Ireland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Italy,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Latvia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Lithuania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Luxembourg,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Malta,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Netherlands,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Poland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Portugal,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Romania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Slovakia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Slovenia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Spain,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.15,Sweden,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Austria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Belgium,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Bulgaria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Croatia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Cyprus,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Czech Republic,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Denmark,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Estonia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Finland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,France,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Germany,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Greece,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Hungary,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Ireland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Italy,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Latvia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Lithuania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Luxembourg,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Malta,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Netherlands,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Poland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Portugal,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Romania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Slovakia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Slovenia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Spain,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.24,Sweden,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Austria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Belgium,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Bulgaria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Croatia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Cyprus,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Czech Republic,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Denmark,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Estonia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Finland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,France,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Germany,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Greece,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Hungary,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Ireland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Italy,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Latvia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Lithuania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Luxembourg,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Malta,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Netherlands,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Poland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Portugal,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Romania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Slovakia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Slovenia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Spain,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.20.28,Sweden,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Austria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Belgium,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Bulgaria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Croatia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Cyprus,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Czech Republic,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Denmark,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Estonia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Finland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,France,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Germany,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Greece,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Hungary,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Ireland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Italy,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Latvia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Lithuania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Luxembourg,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Malta,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Netherlands,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Poland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Portugal,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Romania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Slovakia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Slovenia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Spain,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.05,Sweden,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Austria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Belgium,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Bulgaria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Croatia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Cyprus,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Czech Republic,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Denmark,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Estonia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Finland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,France,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Germany,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Greece,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Hungary,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Ireland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Italy,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Latvia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Lithuania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Luxembourg,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Malta,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Netherlands,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Poland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Portugal,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Romania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Slovakia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Slovenia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Spain,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.14,Sweden,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Austria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Belgium,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Bulgaria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Croatia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Cyprus,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Czech Republic,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Denmark,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Estonia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Finland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,France,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Germany,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Greece,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Hungary,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Ireland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Italy,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Latvia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Lithuania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Luxembourg,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Malta,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Netherlands,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Poland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Portugal,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Romania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Slovakia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Slovenia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Spain,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.30.18,Sweden,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Austria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Belgium,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Bulgaria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Croatia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Cyprus,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Czech Republic,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Denmark,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Estonia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Finland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,France,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Germany,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Greece,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Hungary,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Ireland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Italy,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Latvia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Lithuania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Luxembourg,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Malta,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Netherlands,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Poland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Portugal,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Romania,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Slovakia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Slovenia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Spain,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.48,Sweden,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Austria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Belgium,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Bulgaria,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Croatia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Cyprus,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Czech Republic,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Denmark,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Estonia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Finland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,France,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Germany,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Greece,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Hungary,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Ireland,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Italy,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Latvia,Base Rate,,,2.0,,,Trade Dispute,10
9903.04.10,0406.40.58,Lithuania,Base Rate,,,2.0,,,Trade Dispute,10
